rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,temp_nfkd_it,temp_nfkd_es,it_spanishify,levenshtein
4885,fulmine,fulmine,lightning,NOUN,iluminación,iluminación,NOUN,fulmine,iluminacion,fulmine,0.2727272727272727
4887,figlie,figlia,daughters,NOUN,hijas,hija,NOUN,figlia,hijas,fillia,0.16666666666666663
4888,fata,fato,fairy,NOUN,hada,hada,NOUN,fato,hada,fato,0.25
4899,baciato,baciare,kissed,VERB,besado,besado,ADJ,baciare,besado,baciar,0.16666666666666663
4900,baciami,baciami,kiss Me,NOUN,bésame,bésame,VERB,baciami,besame,baciami,0.4285714285714286
4902,appare,apparire,appears,VERB,aparece,aparecer,VERB,apparire,aparece,apparir,0.4285714285714286
4906,vulcaniani,vulcaniano,Vulcans,VERB,vulcanos,vulcano,NOUN,vulcaniano,vulcanos,vulcaniano,0.6
4911,signa,signare,sir,VERB,señor,señor,NOUN,signare,senor,sinar,0.4
4916,rischioso,rischioso,risky,ADJ,arriesgado,arriesgado,ADJ,rischioso,arriesgado,rischioso,0.19999999999999996
4919,quartier,quartier,neighborhood,NOUN,vecindario,vecindario,NOUN,quartier,vecindario,quartier,0.09999999999999998
4920,quantità,quantità,amount,NOUN,cantidad,cantidad,NOUN,quantita,cantidad,quantità,0.375
4921,prendetelo,prendetelo,take it,VERB,tómalo,tómalo,VERB,prendetelo,tomalo,prendetelo,0.19999999999999996
4923,porno,porno,porn,PRON,pornografía,pornografía,NOUN,porno,pornografia,porno,0.4545454545454546
4927,parcheggio,parcheggio,parking,NOUN,estacionamiento,estacionamiento,NOUN,parcheggio,estacionamiento,parcheggio,0.19999999999999996
4929,nascosti,nascosti,hidden,VERB,oculto,oculto,ADJ,nascosti,oculto,nascosti,0.25
4931,leva,leva,lever,NOUN,palanca,palanca,NOUN,leva,palanca,leva,0.2857142857142857
4938,flusso,flusso,flow,NOUN,fluir,fluir,VERB,flusso,fluir,flusso,0.5
4939,fango,fango,mud,VERB,lodo,lodo,NOUN,fango,lodo,fango,0.19999999999999996
4941,estranei,estraneo,strangers,ADJ,extraños,extraño,ADJ,estraneo,extranos,estraneo,0.5
4943,elezioni,elezione,elections,NOUN,elecciones,elección,NOUN,elezione,elecciones,elezion,0.6
4945,disagio,disagio,unease,NOUN,malestar,malestar,NOUN,disagio,malestar,disagio,0.0
4947,colloquio,colloquio,interview,NOUN,entrevista,entrevista,NOUN,colloquio,entrevista,colloquio,0.0
4949,calze,calza,socks,VERB,medias,medio,ADJ,calza,medias,calza,0.16666666666666663
4950,biscotti,biscotto,cookies,NOUN,galletas,galleta,NOUN,biscotto,galletas,biscotto,0.125
4952,aprile,aprile,April,NOUN,abril,abril,NOUN,aprile,abril,aprile,0.6666666666666667
4955,alquanto,alquanto,somewhat,ADV,un poco,uno,DET,alquanto,un poco,alquanto,0.125
4961,sospira,sospirare,sighs,VERB,suspiros,suspiro,NOUN,sospirare,suspiros,sospirar,0.625
4962,somiglia,somigliare,resembles,VERB,se parece,él,PRON,somigliare,se parece,somilliar,0.11111111111111116
4963,sollievo,sollievo,relief,NOUN,alivio,alivio,NOUN,sollievo,alivio,sollievo,0.375
4965,sederti,sedertare,sit down,ADJ,siéntate,siéntatir,VERB,sedertare,sientate,sedertar,0.25
4969,protagonista,protagonista,hero,NOUN,héroe,héroe,NOUN,protagonista,heroe,protagonista,0.08333333333333337
4974,pessimo,pessimo,very bad,ADJ,muy mal,mucho,ADV,pessimo,muy mal,pessimo,0.0
4976,offeso,offendere,offended,VERB,ofendido,ofendido,ADJ,offendere,ofendido,ofender,0.625
4978,muovi,muovare,move,NOUN,mover,mover,VERB,muovare,mover,muovar,0.6666666666666667
4980,minore,minore,minor,ADJ,menor,menor,ADJ,minore,menor,minore,0.6666666666666667
4983,linguaggio,linguaggio,language,NOUN,idioma,idioma,NOUN,linguaggio,idioma,linguaggio,0.09999999999999998
4987,giâ,giâe,Already,NOUN,ya,ya,ADV,giae,ya,giâe,0.0
4988,frutto,frutto,fruit,NOUN,fruta,fruta,NOUN,frutto,fruta,frutto,0.6666666666666667
4993,debolezza,debolezza,weakness,NOUN,debilidad,debilidad,NOUN,debolezza,debilidad,debolezza,0.4444444444444444
4994,corse,corsa,racing,NOUN,carreras,carrera,NOUN,corsa,carreras,corsa,0.375
4998,circondato,circondare,surrounded,VERB,rodeado,rodeado,ADJ,circondare,rodeado,circondar,0.2222222222222222
