rango,parola,frequenza,lemma,inglese,it_reverse
4414,amano,97,amare,by hand,a mano
4415,toro,96,toro,bull,toro
4416,straniero,96,straniero,foreigner,straniero
4417,sforzi,96,sforzo,efforts,sforzi
4418,sensibile,96,sensibile,sensitive,sensibile
4419,scozia,96,scozia,Scotland,Scozia
4420,scienziati,96,scienziato,scientists,scienziati
4421,sceneggiatura,96,sceneggiatura,film script,sceneggiatura
4422,sabina,96,sabina,sabina,sabina
4423,romantica,96,romantico,romantic,romantico
4424,rivolta,96,rivolgere,revolt,rivolta
4425,piaccio,96,piacciare,I like it,mi piace
4426,pelo,96,pelo,hair,capelli
4427,parere,96,parere,opinion,opinione
4428,pacifico,96,pacifico,Pacific,Pacifico
4429,organizzare,96,organizzare,organize,organizzare
4430,mobili,96,mobile,mobile,mobile
4431,mckay,96,Mckay,mckay,McKay
4432,magazzino,96,magazzino,warehouse,magazzino
4433,linee,96,linea,lines,linee
4434,investito,96,investire,invested,investito
4435,imputato,96,imputare,accused,accusato
4436,impero,96,impero,empire,impero
4437,gus,96,gus,gus,gus
4438,gioielli,96,gioiello,jewels,gioielli
4439,feli,96,feli,feli,feli
4440,feiice,96,feoie,happy,Contento
4441,earl,96,earl,earl,conte
4442,dora,96,dora,dora,Dora
4443,divertirsi,96,divertire si,have fun,divertiti
4444,disgrazia,96,disgrazia,misfortune,sfortuna
4445,daranno,96,dara,they will give,daranno
4446,cucinare,96,cucinare,cooked,cucinato
4447,cresciuta,96,crescere,grown up,crescere
4448,conferenza,96,conferenza,conference,conferenza
4449,commissario,96,commissario,commissioner,commissario
4450,circolo,96,circolo,circle,cerchio
4451,cap,96,cap,Postal Code,Codice Postale
4452,cambiano,96,cambiare,they change,cambiano
4453,bree,96,Bree,bree,bre
4454,baseball,96,baseball,baseball,baseball
4455,weir,95,Weir,weir,sbarramento
4456,v',95,v,v&#39;,v&#39;
4457,usate,95,usato,used,usato
4458,tipico,95,tipico,typical,tipico
4459,tentando,95,tentare,trying,provando
4460,teniamo,95,tenere,we keep,manteniamo
4461,spostati,95,spostare,move away,vai via
4462,sottovoce,95,sottovoce,whisper,sussurro
4463,siccome,95,siccome,since,Da
4464,sherman,95,sherman,sherman,Sherman
4465,scienziato,95,scienziato,scientist,scienziato
4466,scatole,95,scatola,cans,lattine
4467,ripresa,95,riprendere,recovery,recupero
4468,rilevato,95,rilevare,detected,rilevato
4469,riconosce,95,riconoscere,recognizes,riconosce
4470,ricetta,95,ricettare,recipe,ricetta
4471,prepari,95,preparare,prepare,preparare
4472,prepararsi,95,preparare si,getting ready,prepararsi
4473,pozione,95,pozione,potion,pozione
4474,piove,95,piovere,rains,piove
4475,piene,95,pieno,full,pieno
4476,osborne,95,osbore ne,osborne,osborne
4477,is,95,isre,is,È
4478,interrompere,95,interrompere,to interrupt,interrompere
4479,insegnare,95,insegnare,teach,insegnare
4480,iniezione,95,iniezione,injection,iniezione
4481,grady,95,grady,grady,grado
4482,foste,95,foste,you were,tu eri
4483,fermarmi,95,fermare mi,stop me,fermami
4484,ella,95,ella,she,Lei
4485,doug,95,doug,doug,Doug
4486,curiosità,95,curiosità,curiosity,curiosità
4487,costume,95,costume,costume,costume
4488,concetto,95,concetto,concept,concetto
4489,certezza,95,certezza,certainty,certezza
4490,boston,95,Boston,boston,boston
4491,arrestare,95,arrestare,stop,fermare
4492,anderson,95,anderson,anderson,anderson
4493,abituato,95,abituare,used to it,abituato
4494,uovo,94,uovo,egg,uovo
4495,spinta,94,spintare,push,spingere
4496,soffre,94,soffrire,suffers,soffre
4497,sere,94,sera,evenings,serate
4498,sedetevi,94,sedetevi,sit down,sedere
4499,scrivo,94,scrivere,I write,Scrivo io
4500,scordato,94,scordare,forgotten,dimenticato
4501,schifoso,94,schifoso,disgusting,disgustoso
4502,scambio,94,scambio,exchange,scambio
4503,russa,94,russo,Russian,russo
4504,rispettare,94,rispettare,respect,rispetto
4505,proiettile,94,proiettile,bullet,proiettile
4506,probabilità,94,probabilità,chance,opportunità
4507,potenti,94,potente,powerful,potente
4508,parete,94,parete,wall,parete
4509,out,94,out,out,fuori
4510,oscurità,94,oscurità,darkness,buio
4511,orbita,94,orbita,orbit,orbita
4512,nebbia,94,nebbia,fog,nebbia
4513,moretti,94,moretto,moretti,Moretti
4514,miracoli,94,miracolo,miracles,miracoli
4515,lionel,94,lionel,lionel,Lionel
4516,lenny,94,lenny,lenny,Lenny
4517,jen,94,Jen,jen,Jen
4518,hans,94,Hans,hans,hans
4519,giappone,94,giappone,Japan,Giappone
4520,fecero,94,fare,they did,loro fecero
4521,esagerato,94,esagerato,exaggerated,esagerato
4522,emilie,94,emilio,emilie,emilie
4523,diventati,94,diventare,become,diventare
4524,demoni,94,demone,demons,demoni
4525,combattuto,94,combattere,worn out,consumati
4526,cesare,94,Cesare,Caesar,Cesare
4527,cannoni,94,cannone,cannons,cannoni
4528,alloggio,94,alloggio,accommodation,alloggio
4529,y,93,y,y,sì
4530,vergogno,93,vergogno,shame,vergogna
4531,staremo,93,stare,we will stay,Staremo
4532,riuscirà,93,riuscire,will succeed,avrà successo
4533,ritrovato,93,ritrovare,found,trovato
4534,picchiato,93,picchiare,beaten up,picchiato
4535,pensai,93,pensai,I thought,ho pensato
4536,parlavo,93,parlare,I was talking,stavo parlando
4537,parlami,93,parlami,talk to me,parla con me
4538,nuotare,93,nuotare,swim,nuotare
4539,muri,93,muro,walls,muri
4540,muova,93,muovere,move,mossa
4541,miliardi,93,miliardo,billion,miliardi
4542,mean,93,Mean,mean,Significare
4543,machine,93,machine,machine,macchina
4544,karloff,93,Karloff,karloff,karloff
4545,hanka,93,hanka,hanka,Hanka
4546,gonna,93,gonna,skirt,gonna
4547,giunto,93,giungere,arrived,arrivato
4548,gestire,93,gestire,manage,maneggio
4549,fucili,93,fucile,rifles,fucili
4550,fagioli,93,fagiolo,beans,fagioli
4551,esperimenti,93,esperimento,experiments,esperimenti
4552,elemento,93,elemento,element,elemento
4553,conosca,93,conore,know,Sapere
4554,cancellare,93,cancellare,cancel,Annulla
4555,archer,93,archer,archer,arciere
4556,amy,93,amy,amy,amy
4557,adulti,93,adulto,adults,adulti
4558,wyatt,92,Wyatt,wyatt,Wyatt
4559,vacanze,92,vacanza,vacation,vacanza
4560,udienza,92,udienza,court hearing,udienza
4561,statua,92,Statua,statue,statua
4562,shannon,92,shannon,shannon,Shannon
4563,sfuggire,92,sfuggire,escape,fuga
4564,sepolto,92,seppellire,buried,sepolto
4565,sbrigatevi,92,sbrigatevi,hurry up,affrettarsi
4566,sapendo,92,sapere,knowing,sapere
4567,queiia,92,queiia,that,Quello
4568,prendila,92,prendilare,take it,prendilo
4569,popolare,92,popolare,popular,popolare
4570,phaser,92,Phaser,phasers,faser
4571,party,92,party,party,festa
4572,organizzazione,92,organizzazione,organization,organizzazione
4573,nucleo,92,nucleo,nucleus,nucleo
4574,muto,92,mere,mute,muto
4575,magico,92,magico,magical,magico
4576,madam,92,Madam,madam,signora
4577,lasciano,92,lasciare,they leave,essi lasciano
4578,istituto,92,istituto,institute,istituto
4579,gatti,92,gatto,cats,gatti
4580,gabbia,92,gabbia,cage,gabbia
4581,eroi,92,eroe,heroes,eroi
4582,enterprise,92,enterpriso,enterprise,impresa
4583,dimostrato,92,dimostrare,established,stabilito
4584,devlin,92,devlin,devlin,devlin
4585,cuori,92,cuore,hearts,cuori
4586,crema,92,crema,cream,crema
4587,copertina,92,copertina,cover,copertina
4588,contenti,92,contento,happy,Contento
4589,coniglio,92,coniglio,rabbit,coniglio
4590,collezione,92,collezione,collection,collezione
4591,chiuse,92,chiuso,closed,Chiuso
4592,chiamarti,92,chiamare ti,call you,ti chiamo
4593,carlo,92,Carlo,Carlo,Carlo
4594,biancheria,92,biancheria,linen,biancheria
4595,barbiere,92,barbiere,Barber shop,Barbiere
4596,atteggiamento,92,atteggiamento,attitude,atteggiamento
4597,ascoltatemi,92,ascoltatemi,listen to me,ascoltami
4598,anthony,92,anthony,anthony,Antonio
4599,animo,92,animo,soul,anima
4600,album,92,album,album,album
4601,valigetta,91,valigetta,carrying case,valigetta
4602,usciti,91,uscire,gone out,uscito
4603,usata,91,usare,used,usato
4604,trattamento,91,trattamento,treatment,trattamento
4605,touchdown,91,touchdown,touchdown,touchdown
4606,svegli,91,sveglio,wake up,svegliati
4607,strumento,91,strumento,instrument,strumento
4608,roberto,91,Roberto,roberto,roberto
4609,riportare,91,riportare,to report,segnalare
4610,portello,91,portello,hatch,schiudere
4611,pipì,91,pipì,pee,fare pipì
4612,passami,91,passami,hand me,passami
4613,orgoglioso,91,orgoglioso,proud,orgoglioso
4614,offrire,91,offrire,offer,offerta
4615,munizioni,91,munizione,ammunition,munizioni
4616,manager,91,manager,manager,manager
4617,man,91,man,man,Uomo
4618,luoghi,91,luogo,places,luoghi
4619,locke,91,Locke,locke,Locke
4620,izo,91,izo,izo,izo
4621,incastrato,91,incastrare,stuck,incollato
4622,green,91,green,green,verde
4623,graal,91,graal,grail,Graal
4624,girati,91,girato,turn around,girarsi
4625,francamente,91,francamente,frankly,francamente
4626,ditta,91,ditta,business,Attività commerciale
4627,disperato,91,disperato,desperate,disperato
4628,coop,91,coop,coop,coop
4629,continuano,91,continuare,they continue,continuano
4630,cominciò,91,cominciare,he began,iniziò
4631,ciascuno,91,ciascuno,each,ogni
4632,caporale,91,caporale,corporal,caporale
4633,campionato,91,campionato,championship,campionato
4634,campanello,91,campanello,doorbell,campanello di casa
4635,assunto,91,assumere,hired,assunto
4636,accomodati,91,accomodare,take a seat,siediti
4637,venivano,90,venire,they came,sono venuti
4638,vascello,90,vascello,vessel,nave
4639,trenta,90,trenta,thirty,trenta
4640,svelta,90,sveltare,fast,veloce
4641,stufa,90,stufa,heater,stufa
4642,squilla,90,squillare,rings,anelli
4643,sorridi,90,sorridare,you smile,sorridi
4644,segua,90,seguire,follow,seguire
4645,salvezza,90,salvezza,salvation,salvezza
4646,rosse,90,rosso,red,rosso
4647,risorse,90,risorsa,resources,risorse
4648,riflettere,90,riflettere,reflect,riflettere
4649,pino,90,pino,Pine tree,Pino
4650,perduta,90,perduto,lost,perduto
4651,noioso,90,noioso,boring,noioso
4652,nascosta,90,nascondere,hidden,nascosto
4653,mikey,90,Mikey,mickey,topolino
4654,matematica,90,matematica,mathematics,matematica
4655,maledetti,90,maledetto,cursed,maledetto
4656,locali,90,locale,locals,gente del posto
4657,leggera,90,leggero,light,leggero
4658,jenny,90,Jenny,jenny,Jenny
4659,impazzita,90,impazzire,crazy,pazzo
4660,imbarazzo,90,imbarazzo,embarrassment,imbarazzo
4661,greci,90,greco,Greeks,Greci
4662,golf,90,golf,golf,golf
4663,gita,90,gita,trip,viaggio
4664,gelosa,90,geloso,jealous,geloso
4665,garage,90,garage,garage,box auto
4666,funzione,90,funzione,function,funzione
4667,federale,90,federale,federal,federale
4668,et,90,e,et,et
4669,dovunque,90,dovunque,everywhere,ovunque
4670,diego,90,Diego,diego,Diego
4671,deposito,90,deposito,deposit,depositare
4672,delizioso,90,delizioso,delightful,delizioso
4673,cooper,90,cooper,cooper,bottaio
4674,congresso,90,congresso,congress,congresso
4675,concentrati,90,concentrato,concentrate,concentrarsi
4676,cioe',90,cioe,Meaning what&#39;,Significato cosa?
4677,capitale,90,capitale,capital,capitale
4678,batteria,90,batteria,drums,batteria
4679,autunno,90,autunno,fall,autunno
4680,autore,90,autore,author,autore
4681,aumento,90,aumento,increase,aumento
4682,arriveranno,90,arrivare,they will come,arriveranno
4683,arrabbiare,90,arrabbiare,get angry,arrabbiarsi
4684,armadio,90,armadio,Wardrobe,Armadio
4685,appetito,90,appetito,appetite,appetito
4686,ansia,90,ansia,anxiety,ansia
4687,viveva,89,vivere,lived,vissuto
4688,tramonto,89,tramonto,sunset,tramonto
4689,taylor,89,Taylor,taylor,sarto
4690,suggerisco,89,suggeriscere,I suggest,suggerisco
4691,sparta,89,sparto,sparta,Sparta
4692,sparita,89,sparire,disappeared,scomparso
4693,sentirai,89,sentirai,you will hear,sentirai
4694,ringraziamento,89,ringraziamento,thanks,Grazie
4695,ricordato,89,ricordare,remembered,ricordato
4696,portala,89,portalare,bring it,portalo
4697,percorso,89,percorrere,path,sentiero
4698,onorevole,89,onorevole,honorable,onorevole
4699,mollare,89,mollare,give up,abbandonare
4700,metodo,89,metodo,method,metodo
4701,mandati,89,mandato,mandates,mandati
4702,maie,89,Maie,maie,maie
4703,luglio,89,luglio,July,Luglio
4704,kgb,89,Kgb,kgb,kgb
4705,impatto,89,impatto,impact,impatto
4706,immaginato,89,immaginare,imagined,immaginato
4707,fagli,89,faglio,do it,fallo
4708,evviva,89,evviva,cheers,saluti
4709,diretti,89,diretto,direct,diretto
4710,din,89,din,dyn,din
4711,dimenticavo,89,dimenticare,I forgot,ho dimenticato
4712,dev,89,dev,dev,dev
4713,degno,89,degno,worthy,degno
4714,costi,89,costo,costs,costi
4715,confronto,89,confronto,comparison,confronto
4716,civili,89,civile,civilians,civili
4717,blue,89,blue,blue,blu
4718,benedetto,89,Benedetto,blessed,benedetto
4719,ashley,89,ashley,ashley,ashley
4720,vodka,88,vodka,vodka,vodka
4721,vip,88,vip,vip,vip
4722,vermi,88,verma,worms,vermi
4723,tende,88,tendere,curtains,tende
4724,sposarsi,88,sposare si,to get married,sposarsi
4725,sintomi,88,sintomo,symptoms,sintomi
4726,sebastian,88,sebastian,sebastian,Sebastian
4727,sconfitta,88,sconfitta,defeat,sconfitta
4728,ritiro,88,ritiro,withdraw,ritirare
4729,riparo,88,riparo,shelter,riparo
4730,questioni,88,questione,issues,problemi
4731,presso,88,presso,at,A
4732,polso,88,Polso,wrist,polso
4733,particolarmente,88,particolarmente,particularly,in particolar modo
4734,operazioni,88,operazione,operations,operazioni
4735,onesta,88,onesto,honesty,onestà
4736,norma,88,norma,norm,norma
4737,morirò,88,morire,I will die,morirò
4738,matt,88,matt,morning,Mattina
4739,mario,88,Mario,mario,Mario
4740,malvagio,88,malvagio,evil,cattivo
4741,mae,88,Mae,but it is,ma è
4742,lnvece,88,lnvece,Instead,Invece
4743,livelli,88,livello,levels,livelli
4744,jean,88,Jean,jean,Jean
4745,intervista,88,intervista,interview,colloquio
4746,inevitabile,88,inevitabile,unavoidable,inevitabile
4747,indagini,88,indagine,investigations,indagini
4748,impedire,88,impedire,impede,impedire
4749,grecia,88,Grecia,Greece,Grecia
4750,grace,88,grace,grace,adornare
4751,fottuta,88,fottuto,fucked,fottuto
4752,fottere,88,fottere,fuck,Fanculo
4753,fisica,88,fisico,physics,fisica
4754,fidarti,88,fidartare,trust,Fiducia
4755,fatevi,88,fatevi,do it,fallo
4756,famosi,88,famoso,famous,famoso
4757,eternità,88,eternità,eternity,eternità
4758,eric,88,eric,eric,Eric
4759,disturbare,88,disturbare,disturb,disturbare
4760,consegna,88,consegnare,delivery,consegna
4761,condotta,88,condurre,conduct,condotta
4762,cittadino,88,cittadino,citizen,cittadino
4763,christian,88,christian,christian,cristiano
4764,blaney,88,blaney,blaney,Blaney
4765,bicicletta,88,Bicicletta,bicycle,bicicletta
4766,aumentare,88,aumentare,increase,aumento
4767,assalto,88,assalto,assault,assalto
4768,agio,88,agio,ease,sollievo
4769,acceso,88,accendere,switched on,acceso
4770,volontario,87,volontario,volunteer,volontario
4771,verdetto,87,verdeggere,verdict,verdetto
4772,ubriaca,87,ubriaco,drunk,ubriaco
4773,tubi,87,tubo,tubes,tubi
4774,troveranno,87,trovare,will find,troverà
4775,tornano,87,tornare,they come back,Loro tornano
4776,stabilire,87,stabilire,to establish,Stabilire
4777,spingi,87,spingire,push,spingere
4778,scrisse,87,scrivere,he wrote,ha scritto
4779,saro',87,sarare,I will be&#39;,Sarò&#39;
4780,salsa,87,salsa,sauce,salsa
4781,rientrare,87,rientrare,return,ritorno
4782,rapito,87,rapire,kidnapped,rapito
4783,portò,87,portare,port,porta
4784,perdiamo,87,perdere,we lose,noi perdiamo
4785,partiti,87,partito,parties,partiti
4786,note,87,nota,Note,Nota
4787,nancy,87,Nancy,nancy,Nancy
4788,musicale,87,musicale,musical,musicale
4789,muori,87,Muori,die,morire
4790,megiio,87,Megiio,better,Meglio
4791,mc,87,mc,mc,mc
4792,lire,87,lira,lire,lire
4793,lili,87,lile,lili,lili
4794,lavorano,87,lavorare,they work,lavorano
4795,hannah,87,hannah,hannah,hannah
4796,falsa,87,falso,false,falso
4797,cuba,87,Cuba,Cuba,Cuba
4798,creazione,87,creazione,creation,creazione
4799,comporta,87,comportare,leads,conduce
4800,comandi,87,comandio,commands,comandi
4801,coglione,87,coglione,asshole,Stronzo
4802,capirai,87,capire ai,you will understand,capirai
4803,campioni,87,campione,samples,campioni
4804,cambiamenti,87,cambiamento,changes,i cambiamenti
4805,busta,87,busta,envelope,busta
4806,benvenuta,87,benvenuto,welcome,Benvenuto
4807,azzurro,87,azzurro,sky blue,cielo blu
4808,arrivò,87,arrivare,I arrive,io arrivo
4809,are,87,are,are,Sono
4810,appoggio,87,appoggio,support,supporto
4811,anubis,87,Anubis,anubis,anubi
4812,antenati,87,antenato,ancestors,antenati
4813,alternativa,87,alternativo,alternative,alternativa
4814,vivente,86,vivente,living,vita
4815,unghie,86,unghia,nails,unghia
4816,trasformato,86,trasformare,transformed,trasformato
4817,trasferito,86,trasferire,transferred,trasferito
4818,toccarmi,86,toccare mi,touch me,Toccami
4819,terre,86,terra,lands,terre
4820,tenda,86,tenda,curtain,tenda
4821,tasche,86,tasca,pockets,tasche
4822,stadio,86,stadio,stadium,stadio
4823,sorveglianza,86,sorveglianza,surveillance,sorveglianza
4824,smallville,86,smallville,smallville,piccolaville
4825,sentiva,86,sentire,he felt,sentiva
4826,sembrerebbe,86,sembrere,it would seem,sembrerebbe
4827,scappata,86,scappare,escaped,sfuggito
4828,sareste,86,sareste,you would be,tu saresti
4829,rispondete,86,rispondere,answer,risposta
4830,rifiuta,86,rifiutare,refuse,rifiutare
4831,presentato,86,presentare,introduced,introdotto
4832,precisamente,86,precisamente,precisely,precisamente
4833,pianeti,86,pianeta,planets,pianeti
4834,paó,86,paó,paó,paó
4835,ni,86,ni,no,NO
4836,mettetevi,86,mettetevi,put on,mettere
4837,marleen,86,Marleen,marleen,Marlene
4838,indizi,86,indizio,clues,indizi
4839,giudicare,86,giudicare,judge,giudice
4840,esperimento,86,esperimento,experiment,sperimentare
4841,dramma,86,dramma,drama,dramma
4842,continuamente,86,continuamente,continuously,continuamente
4843,compassione,86,compassione,compassion,compassione
4844,clara,86,clara,clara,chiara
4845,ciara,86,Ciara,ciara,ciara
4846,capanna,86,capanna,Hut,Capanna
4847,callahan,86,Callahan,callahan,callahan
4848,bater,86,bater,bater,bater
4849,badare,86,badare,take care,Stai attento
4850,archie,86,Archie,archie,Archie
4851,appunti,86,appunto,notes,Appunti
4852,amsterdam,86,amsterdam,amsterdam,Amsterdam
4853,adorabile,86,adorabile,adorable,adorabile
4854,vietato,85,vietare,prohibited,proibito
4855,uccidono,85,uccidere,they kill,uccidono
4856,testamento,85,testamento,will,Volere
4857,sposarti,85,sposare ti,marry you,sposarti
4858,spento,85,spento,worn out,consumati
4859,sorprende,85,sorprendere,surprising,sorprendente
4860,scommessa,85,scommessa,wager,scommettere
4861,scandalo,85,scandalo,scandal,scandalo
4862,rispondo,85,rispondere,I answer,rispondo
4863,rimangono,85,rimanere,they remain,loro rimangono
4864,rappresenta,85,rappresentare,represents,rappresenta
4865,pugni,85,pugno,punches,pugni
4866,psichiatra,85,psichiatra,psychiatrist,psichiatra
