rango,parola,frequenza,lemma,inglese,spagnolo,it_reverse
4384,salvi,97,salvo,save,ahorrar,salva
4385,rodney,97,rodney,rodney,rodney,Rodney
4386,repubblica,97,Repubblica,republic,república,repubblica
4387,recuperare,97,recuperare,recover,recuperar,recuperare
4388,procedere,97,procedere,proceed,proceder,procedere
4389,preferita,97,preferito,favorite,favorito,preferito
4390,partecipare,97,partecipare,participate,participar,partecipare
4391,ossigeno,97,ossigeno,oxygen,oxígeno,ossigeno
4392,merce,97,merce,goods,bienes,merce
4393,lascerà,97,lascare,will leave,se ira,lascerà
4394,jane,97,Jane,jane,jane,Jane
4395,insetti,97,insetto,insects,insectos,insetti
4396,influenza,97,influenza,influence,influencia,influenza
4397,gentili,97,gentile,kind,amable,Tipo
4398,generoso,97,generoso,generous,generoso,generoso
4399,fort,97,Fort,fort,fuerte,forte
4400,forme,97,forma,shapes,formas,forme
4401,famosa,97,famoso,famous,famoso,famoso
4402,estero,97,Estero,abroad,en el extranjero,all&#39;estero
4403,elicottero,97,elicottero,helicopter,helicóptero,elicottero
4404,dir,97,dire,dir,directorio,dir
4405,diede,97,dare,gave,dio,ha dato
4406,dicevano,97,dicevano,they said,ellos dijeron,loro hanno detto
4407,curare,97,curare,cure,curar,cura
4408,clinica,97,clinica,clinic,clínica,clinica
4409,chiedono,97,chiedere,they ask,ellos preguntan,loro chiedono
4410,cantante,97,cantante,singer,cantante,cantante
4411,asta,97,asta,auction,subasta,asta
4412,asilo,97,asilo,asylum,asilo,asilo
4413,ammazza,97,ammazza,kill,matar,uccisione
4414,amano,97,amare,by hand,manualmente,a mano
4415,toro,96,toro,bull,toro,toro
4416,straniero,96,straniero,foreigner,extranjero,straniero
4417,sforzi,96,sforzo,efforts,esfuerzos,sforzi
4418,sensibile,96,sensibile,sensitive,sensible,sensibile
4419,scozia,96,scozia,Scotland,Escocia,Scozia
4420,scienziati,96,scienziato,scientists,científicos,scienziati
4421,sceneggiatura,96,sceneggiatura,film script,guión,sceneggiatura
4422,sabina,96,sabina,sabina,sabina,sabina
4423,romantica,96,romantico,romantic,romántico,romantico
4424,rivolta,96,rivolgere,revolt,revuelta,rivolta
4425,piaccio,96,piaccio,I like it,Me gusta,mi piace
4426,pelo,96,pelo,hair,cabello,capelli
4427,parere,96,parere,opinion,opinión,opinione
4428,pacifico,96,pacifico,Pacific,Pacífico,Pacifico
4429,organizzare,96,organizzare,organize,organizar,organizzare
4430,mobili,96,mobile,mobile,móvil,mobile
4431,mckay,96,Mckay,mckay,mckay,McKay
4432,magazzino,96,magazzino,warehouse,depósito,magazzino
4433,linee,96,linea,lines,líneas,linee
4434,investito,96,investire,invested,invertido,investito
4435,imputato,96,imputare,accused,acusado,accusato
4436,impero,96,impero,empire,imperio,impero
4437,gus,96,gus,gus,gus,gus
4438,gioielli,96,gioiello,jewels,joyas,gioielli
4439,feli,96,felie,feli,feli,feli
4440,feiice,96,feiiceo,happy,feliz,Contento
4441,earl,96,earl,earl,conde,conte
4442,dora,96,doro,dora,dora,Dora
4443,divertirsi,96,divertire si,have fun,divertirse,divertiti
4444,disgrazia,96,disgrazia,misfortune,desgracia,sfortuna
4445,daranno,96,dara,they will give,ellos darán,daranno
4446,cucinare,96,cucinare,cooked,cocido,cucinato
4447,cresciuta,96,crescere,grown up,creciendo,crescere
4448,conferenza,96,conferenza,conference,conferencia,conferenza
4449,commissario,96,commissario,commissioner,notario,commissario
4450,circolo,96,circolo,circle,círculo,cerchio
4451,cap,96,cap,Postal Code,Código Postal,Codice Postale
4452,cambiano,96,cambiare,they change,Ellos cambian,cambiano
4453,bree,96,bree,bree,bree,bre
4454,baseball,96,baseball,baseball,béisbol,baseball
4455,weir,95,weir,weir,presa,sbarramento
4456,v',95,v,v&#39;,v&#39;,v&#39;
4457,usate,95,usare,used,usado,usato
4458,tipico,95,tipico,typical,típico,tipico
4459,tentando,95,tentare,trying,intentando,provando
4460,teniamo,95,tenere,we keep,mantenemos,manteniamo
4461,spostati,95,spostare,move away,alejarse,vai via
4462,sottovoce,95,sottovocire,whisper,susurro,sussurro
4463,siccome,95,siccome,since,desde,Da
4464,sherman,95,sherman,sherman,sherman,Sherman
4465,scienziato,95,scienziato,scientist,científico,scienziato
4466,scatole,95,scatola,cans,latas,lattine
4467,ripresa,95,riprendere,recovery,recuperación,recupero
4468,rilevato,95,rilevare,detected,detectado,rilevato
4469,riconosce,95,riconoscere,recognizes,reconoce,riconosce
4470,ricetta,95,ricetta,recipe,receta,ricetta
4471,prepari,95,prepario,prepare,preparar,preparare
4472,prepararsi,95,preparare si,getting ready,preparándose,prepararsi
4473,pozione,95,pozione,potion,poción,pozione
4474,piove,95,piovere,rains,lluvias,piove
4475,piene,95,pieno,full,lleno,pieno
4476,osborne,95,osbore ne,osborne,osborne,osborne
4477,is,95,iirs,is,es,È
4478,interrompere,95,interrompere,to interrupt,interrumpir,interrompere
4479,insegnare,95,insegnare,teach,enseñar,insegnare
4480,iniezione,95,iniezione,injection,inyección,iniezione
4481,grady,95,grady,grady,Grady,grado
4482,foste,95,foste,you were,estabas,tu eri
4483,fermarmi,95,fermare mi,stop me,detenme,fermami
4484,ella,95,ella,she,ella,Lei
4485,doug,95,doug,doug,doug,Doug
4486,curiosità,95,curiosità,curiosity,curiosidad,curiosità
4487,costume,95,costume,costume,traje,costume
4488,concetto,95,concetto,concept,concepto,concetto
4489,certezza,95,certezza,certainty,certeza,certezza
4490,boston,95,boston,boston,bostón,boston
4491,arrestare,95,arrestare,stop,detener,fermare
4492,anderson,95,anderson,anderson,anderson,anderson
4493,abituato,95,abituare,used to it,acostumbrado,abituato
4494,uovo,94,uovo,egg,huevo,uovo
4495,spinta,94,spinta,push,empujar,spingere
4496,soffre,94,soffrire,suffers,sufre,soffre
4497,sere,94,sera,evenings,tardes,serate
4498,sedetevi,94,sedetevere,sit down,siéntate,sedere
4499,scrivo,94,scrivere,I write,escribo,Scrivo io
4500,scordato,94,scordare,forgotten,olvidado,dimenticato
4501,schifoso,94,schifoso,disgusting,desagradable,disgustoso
4502,scambio,94,scambio,exchange,intercambio,scambio
4503,russa,94,russo,Russian,ruso,russo
4504,rispettare,94,rispettare,respect,respeto,rispetto
4505,proiettile,94,proiettile,bullet,bala,proiettile
4506,probabilità,94,probabilità,chance,oportunidad,opportunità
4507,potenti,94,potente,powerful,poderoso,potente
4508,parete,94,parete,wall,muro,parete
4509,out,94,out,out,afuera,fuori
4510,oscurità,94,oscurità,darkness,oscuridad,buio
4511,orbita,94,orbita,orbit,orbita,orbita
4512,nebbia,94,nebbia,fog,niebla,nebbia
4513,moretti,94,moretto,moretti,moretti,Moretti
4514,miracoli,94,miracolo,miracles,milagros,miracoli
4515,lionel,94,lionel,lionel,leonel,Lionel
4516,lenny,94,lenny,lenny,lenny,Lenny
4517,jen,94,jen,jen,jen,Jen
4518,hans,94,hans,hans,Hans,hans
4519,giappone,94,giappone,Japan,Japón,Giappone
4520,fecero,94,fare,they did,lo hicieron,loro fecero
4521,esagerato,94,esagerato,exaggerated,exagerado,esagerato
4522,emilie,94,emilia,emilie,emilie,emilie
4523,diventati,94,diventare,become,convertirse,diventare
4524,demoni,94,demone,demons,demonios,demoni
4525,combattuto,94,combattere,worn out,desgastado,consumati
4526,cesare,94,Cesare,Caesar,César,Cesare
4527,cannoni,94,cannone,cannons,cañones,cannoni
4528,alloggio,94,alloggio,accommodation,alojamiento,alloggio
4529,y,93,y,y,y,sì
4530,vergogno,93,vergogno,shame,lástima,vergogna
4531,staremo,93,stare,we will stay,nosotros nos quedaremos,Staremo
4532,riuscirà,93,riuscire,will succeed,podría suceder,avrà successo
4533,ritrovato,93,ritrovare,found,encontró,trovato
4534,picchiato,93,picchiare,beaten up,golpeado,picchiato
4535,pensai,93,pensai,I thought,Pensé,ho pensato
4536,parlavo,93,parlare,I was talking,estaba hablando,stavo parlando
4537,parlami,93,parlami,talk to me,háblame,parla con me
4538,nuotare,93,nuotare,swim,nadar,nuotare
4539,muri,93,muro,walls,paredes,muri
4540,muova,93,muovere,move,mover,mossa
4541,miliardi,93,miliardo,billion,mil millones,miliardi
4542,mean,93,mean,mean,significar,Significare
4543,machine,93,machine,machine,máquina,macchina
4544,karloff,93,Karloff,karloff,karloff,karloff
4545,hanka,93,Hanka,hanka,hanka,Hanka
4546,gonna,93,gonna,skirt,falda,gonna
4547,giunto,93,giungere,arrived,llegó,arrivato
4548,gestire,93,gestire,manage,administrar,maneggio
4549,fucili,93,fucile,rifles,rifles,fucili
4550,fagioli,93,fagiolo,beans,frijoles,fagioli
4551,esperimenti,93,esperimento,experiments,experimentos,esperimenti
4552,elemento,93,elemento,element,elemento,elemento
4553,conosca,93,conore,know,saber,Sapere
4554,cancellare,93,cancellare,cancel,Cancelar,Annulla
4555,archer,93,archer,archer,arquero,arciere
4556,amy,93,amy,amy,amy,amy
4557,adulti,93,adulto,adults,adultos,adulti
4558,wyatt,92,wyatt,wyatt,wyatt,Wyatt
4559,vacanze,92,vacanza,vacation,vacaciones,vacanza
4560,udienza,92,udienza,court hearing,audiencia judicial,udienza
4561,statua,92,statua,statue,estatua,statua
4562,shannon,92,shannon,shannon,shanon,Shannon
4563,sfuggire,92,sfuggire,escape,escapar,fuga
4564,sepolto,92,sepolto,buried,enterrado,sepolto
4565,sbrigatevi,92,sbrigatee vi,hurry up,apresúrate,affrettarsi
4566,sapendo,92,sapere,knowing,conocimiento,sapere
4567,queiia,92,queiia,that,eso,Quello
4568,prendila,92,prendila,take it,tómalo,prendilo
4569,popolare,92,popolare,popular,popular,popolare
4570,phaser,92,phaser,phasers,fáseres,faser
4571,party,92,party,party,fiesta,festa
4572,organizzazione,92,organizzazione,organization,organización,organizzazione
4573,nucleo,92,nucleo,nucleus,núcleo,nucleo
4574,muto,92,muto,mute,silenciar,muto
4575,magico,92,magico,magical,mágico,magico
4576,madam,92,madam,madam,señora,signora
4577,lasciano,92,lasciare,they leave,se fueron,essi lasciano
4578,istituto,92,istituto,institute,instituto,istituto
4579,gatti,92,gatto,cats,gatos,gatti
4580,gabbia,92,gabbia,cage,jaula,gabbia
4581,eroi,92,eroe,heroes,héroes,eroi
4582,enterprise,92,enterprise,enterprise,empresa,impresa
4583,dimostrato,92,dimostrare,established,establecido,stabilito
4584,devlin,92,devlin,devlin,devlin,devlin
4585,cuori,92,cuore,hearts,corazones,cuori
4586,crema,92,crema,cream,crema,crema
4587,copertina,92,copertina,cover,cubrir,copertina
4588,contenti,92,contento,happy,feliz,Contento
4589,coniglio,92,coniglio,rabbit,conejo,coniglio
4590,collezione,92,collezione,collection,recopilación,collezione
4591,chiuse,92,chiuso,closed,cerrado,Chiuso
4592,chiamarti,92,chiamare ti,call you,te llamo,ti chiamo
4593,carlo,92,Carlo,Carlo,carlo,Carlo
4594,biancheria,92,biancheria,linen,lino,biancheria
4595,barbiere,92,barbiera,Barber shop,Peluquería,Barbiere
4596,atteggiamento,92,atteggiamento,attitude,actitud,atteggiamento
4597,ascoltatemi,92,ascoltatemi,listen to me,Escúchame,ascoltami
4598,anthony,92,anthony,anthony,Antonio,Antonio
4599,animo,92,animo,soul,alma,anima
4600,album,92,album,album,álbum,album
4601,valigetta,91,valigetta,carrying case,estuche de transporte,valigetta
4602,usciti,91,uscire,gone out,salido,uscito
4603,usata,91,usare,used,usado,usato
4604,trattamento,91,trattamento,treatment,tratamiento,trattamento
4605,touchdown,91,touchdown,touchdown,aterrizaje,touchdown
4606,svegli,91,sveglare,wake up,despertar,svegliati
4607,strumento,91,strumento,instrument,instrumento,strumento
4608,roberto,91,Roberto,roberto,roberto,roberto
4609,riportare,91,riportare,to report,para reportar,segnalare
4610,portello,91,portello,hatch,escotilla,schiudere
4611,pipì,91,pipì,pee,orinar,fare pipì
4612,passami,91,passamare,hand me,pásame,passami
4613,orgoglioso,91,orgoglioso,proud,orgulloso,orgoglioso
4614,offrire,91,offrire,offer,oferta,offerta
4615,munizioni,91,munizione,ammunition,munición,munizioni
4616,manager,91,manager,manager,gerente,manager
4617,man,91,man,man,hombre,Uomo
4618,luoghi,91,luogo,places,lugares,luoghi
4619,locke,91,locke,locke,locke,Locke
4620,izo,91,izo,izo,izo,izo
4621,incastrato,91,incastrare,stuck,atascado,incollato
4622,green,91,green,green,verde,verde
4623,graal,91,graal,grail,grial,Graal
4624,girati,91,girare,turn around,Giro de vuelta,girarsi
4625,francamente,91,francamente,frankly,francamente,francamente
4626,ditta,91,ditta,business,negocio,Attività commerciale
4627,disperato,91,disperato,desperate,desesperado,disperato
4628,coop,91,coop,coop,cooperativa,coop
4629,continuano,91,continuare,they continue,ellos continuaron,continuano
4630,cominciò,91,cominciare,he began,el empezó,iniziò
4631,ciascuno,91,ciascuno,each,cada,ogni
4632,caporale,91,caporale,corporal,corporal,caporale
4633,campionato,91,campionato,championship,campeonato,campionato
4634,campanello,91,campanello,doorbell,timbre de la puerta,campanello di casa
4635,assunto,91,assumere,hired,contratado,assunto
4636,accomodati,91,accomodare,take a seat,toma asiento,siediti
4637,venivano,90,venire,they came,Ellos vinieron,sono venuti
4638,vascello,90,vascello,vessel,buque,nave
4639,trenta,90,trenta,thirty,treinta,trenta
4640,svelta,90,svelgere,fast,rápido,veloce
4641,stufa,90,stufa,heater,calentador,stufa
4642,squilla,90,squillare,rings,anillos,anelli
4643,sorridi,90,sorridi,you smile,tu sonríes,sorridi
4644,segua,90,seguire,follow,seguir,seguire
4645,salvezza,90,salvezza,salvation,salvación,salvezza
4646,rosse,90,rosso,red,rojo,rosso
4647,risorse,90,risorsa,resources,recursos,risorse
4648,riflettere,90,riflettere,reflect,reflejar,riflettere
4649,pino,90,pino,Pine tree,Pino,Pino
4650,perduta,90,perdere,lost,perdido,perduto
4651,noioso,90,noioso,boring,aburrido,noioso
4652,nascosta,90,nascondere,hidden,oculto,nascosto
4653,mikey,90,mikey,mickey,mickey,topolino
4654,matematica,90,matematica,mathematics,matemáticas,matematica
4655,maledetti,90,maledetto,cursed,maldito,maledetto
4656,locali,90,locale,locals,lugareños,gente del posto
4657,leggera,90,leggero,light,luz,leggero
4658,jenny,90,Jenny,jenny,jenny,Jenny
4659,impazzita,90,impazzire,crazy,loco,pazzo
4660,imbarazzo,90,imbarazzo,embarrassment,vergüenza,imbarazzo
4661,greci,90,greci,Greeks,Griegos,Greci
4662,golf,90,golf,golf,golf,golf
4663,gita,90,gita,trip,viaje,viaggio
4664,gelosa,90,geloso,jealous,celoso,geloso
4665,garage,90,garage,garage,cochera,box auto
4666,funzione,90,funzione,function,función,funzione
4667,federale,90,federale,federal,federal,federale
4668,et,90,e,et,y,et
4669,dovunque,90,dovunque,everywhere,en todos lados,ovunque
4670,diego,90,diego,diego,Diego,Diego
4671,deposito,90,deposito,deposit,depósito,depositare
4672,delizioso,90,delizioso,delightful,encantador,delizioso
4673,cooper,90,cooper,cooper,cobre,bottaio
4674,congresso,90,congresso,congress,congreso,congresso
4675,concentrati,90,concentrato,concentrate,concentrarse,concentrarsi
4676,cioe',90,cioe,Meaning what&#39;,Que quieres decir&#39;,Significato cosa?
4677,capitale,90,capitale,capital,capital,capitale
4678,batteria,90,batteria,drums,batería,batteria
4679,autunno,90,autunno,fall,caer,autunno
4680,autore,90,autore,author,autor,autore
4681,aumento,90,aumento,increase,aumentar,aumento
4682,arriveranno,90,arrivare,they will come,ellos vendrán,arriveranno
4683,arrabbiare,90,arrabbiare,get angry,enfadarse,arrabbiarsi
4684,armadio,90,armadio,Wardrobe,Armario,Armadio
4685,appetito,90,appetire,appetite,apetito,appetito
4686,ansia,90,ansia,anxiety,ansiedad,ansia
4687,viveva,89,vivere,lived,vivido,vissuto
4688,tramonto,89,tramonto,sunset,atardecer,tramonto
4689,taylor,89,taylor,taylor,taylor,sarto
4690,suggerisco,89,suggerire,I suggest,yo sugiero,suggerisco
4691,sparta,89,spartare,sparta,Esparta,Sparta
4692,sparita,89,sparitare,disappeared,desaparecido,scomparso
4693,sentirai,89,sentirai,you will hear,oirás,sentirai
4694,ringraziamento,89,ringraziamento,thanks,gracias,Grazie
4695,ricordato,89,ricordare,remembered,recordado,ricordato
4696,portala,89,portalare,bring it,tráelo,portalo
4697,percorso,89,percorso,path,camino,sentiero
4698,onorevole,89,onorevole,honorable,honorable,onorevole
4699,mollare,89,mollare,give up,abandonar,abbandonare
4700,metodo,89,metodo,method,método,metodo
4701,mandati,89,mandato,mandates,mandatos,mandati
4702,maie,89,maie,maie,maie,maie
4703,luglio,89,luglio,July,Julio,Luglio
4704,kgb,89,Kgb,kgb,kgb,kgb
4705,impatto,89,impatto,impact,impacto,impatto
4706,immaginato,89,immaginare,imagined,imaginado,immaginato
4707,fagli,89,faglio,do it,hazlo,fallo
4708,evviva,89,evviva,cheers,salud,saluti
4709,diretti,89,diretto,direct,directo,diretto
4710,din,89,din,dyn,din,din
4711,dimenticavo,89,dimenticare,I forgot,Me olvidé,ho dimenticato
4712,dev,89,dev,dev,desarrollador,dev
4713,degno,89,degno,worthy,valioso,degno
4714,costi,89,costo,costs,costos,costi
4715,confronto,89,confronto,comparison,comparación,confronto
4716,civili,89,civile,civilians,civiles,civili
4717,blue,89,Blue,blue,azul,blu
4718,benedetto,89,benedetto,blessed,bendecido,benedetto
4719,ashley,89,ashley,ashley,ashley,ashley
4720,vodka,88,vodka,vodka,vodka,vodka
4721,vip,88,vip,vip,VIP,vip
4722,vermi,88,verma,worms,gusanos,vermi
4723,tende,88,tendere,curtains,cortinas,tende
4724,sposarsi,88,sposare si,to get married,para casarse,sposarsi
4725,sintomi,88,sintomo,symptoms,síntomas,sintomi
4726,sebastian,88,sebastian,sebastian,sebastián,Sebastian
4727,sconfitta,88,sconfiggere,defeat,fracaso,sconfitta
4728,ritiro,88,ritiro,withdraw,retirar,ritirare
4729,riparo,88,riparo,shelter,refugio,riparo
4730,questioni,88,questione,issues,asuntos,problemi
4731,presso,88,presso,at,en,A
4732,polso,88,polso,wrist,muñeca,polso
4733,particolarmente,88,particolarmente,particularly,particularmente,in particolar modo
4734,operazioni,88,operazione,operations,operaciones,operazioni
4735,onesta,88,onesto,honesty,honestidad,onestà
4736,norma,88,norma,norm,norma,norma
4737,morirò,88,morire,I will die,moriré,morirò
4738,matt,88,matt,morning,mañana,Mattina
4739,mario,88,mario,mario,Mario,Mario
4740,malvagio,88,malvagio,evil,demonio,cattivo
4741,mae,88,mae,but it is,pero es,ma è
4742,lnvece,88,lnvecere,Instead,En cambio,Invece
4743,livelli,88,livello,levels,niveles,livelli
4744,jean,88,Jean,jean,vaquero,Jean
4745,intervista,88,intervista,interview,entrevista,colloquio
4746,inevitabile,88,inevitabile,unavoidable,inevitable,inevitabile
4747,indagini,88,indagine,investigations,investigaciones,indagini
4748,impedire,88,impedire,impede,impedir,impedire
4749,grecia,88,Grecia,Greece,Grecia,Grecia
4750,grace,88,grace,grace,gracia,adornare
4751,fottuta,88,fottere,fucked,jodido,fottuto
4752,fottere,88,fottere,fuck,Mierda,Fanculo
4753,fisica,88,fisico,physics,física,fisica
4754,fidarti,88,fidartare,trust,confianza,Fiducia
4755,fatevi,88,fatevare,do it,hazlo,fallo
4756,famosi,88,famoso,famous,famoso,famoso
4757,eternità,88,eternità,eternity,eternidad,eternità
